oid,traffic_sign_id,traffic_sign_code,traffic_sign_text,status,traffic_sign_source,traffic_sign_sector,status_date,last_update,date_import
#238,1037509,439,12 מטר בתוקף א-ה מ-08:00 עד 17:00 ו וערבי חג מ08:00 עד 14:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,23/07/2018,29/07/2018,22/12/2022 0:51
#239,1037866,439,"בתוקף 12 מ'  מותרת פריקה וטעינה  רציפה לכלי רכב  המוגדרים ברשיונם ""משא"", ""מסחרי""  ו""אחוד"" בלבד בימי א-ה מ-08:00 עד 15:00 רכב החונה בניגוד  לחוק יגרר ביתר הימים והשעות מותרת החניה  לכל סוגי הרכב ",קיים,סקר יזום,פריקה וטעינה,23/07/2018,29/07/2018,22/12/2022 0:51
#240,1042571,439,"בתוקף 12 מטר  מותרת פריקה וטעינה רציף לכלי רכב המוגדרים ברישיונם ""משא"", ""מסחרי"", ו""אחוד"" בלבד בימים א' - ו' בשעה 07:00 עד 16:00 רכב חונה בניגוד לחוק יגרר ביתר השעות מותרת החניה  לכל סוגי הרכב  ",קיים,סקר יזום,פריקה וטעינה,02/08/2018,02/08/2018,22/12/2022 0:51
#241,1043680,439,"מותרת פריקה וטעינה  רציפה לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"" ו""אחוד"" בלבד הימי א-ה מ-08:00 עד 15:00 ו' וערבי חג מ-08:00 עד 13:00 רכב החונה בניגוד לחוק יגרר ביתר הימים והשעות מותרת החניה לכל סוגי הרכב",קיים,סקר יזום,פריקה וטעינה,02/08/2018,02/08/2018,22/12/2022 0:51
#242,3121940,439,"בתוקף 10 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 15:00    ביתר הימים והשעות    החניה מותרת לרכב  הנושא  תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,30/12/2021,02/01/2022,22/12/2022 0:51
#243,3121945,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 17:00   בימי ו' וערבי חג   מ 08:00 עד 13:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,02/01/2022,02/01/2022,22/12/2022 0:51
#244,3121952,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 15:00  בימי  ו' וערבי חג   מ 09:00 עד 13:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,02/01/2022,02/01/2022,22/12/2022 0:51
#245,3121954,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:30 עד 17:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,02/01/2022,02/01/2022,22/12/2022 0:51
#246,3121956,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ו'   מ 07:30 עד 15:00   ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,02/01/2022,02/01/2022,22/12/2022 0:51
#247,3121976,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 20:00   בימי ו' וערבי חג   מ 08:00 עד 20:00    ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,03/01/2022,03/01/2022,22/12/2022 0:51
#248,3121977,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:30 עד 15:00      ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,03/01/2022,03/01/2022,22/12/2022 0:51
#249,3121987,439,"בתוקף 8 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 15:00       ביתר הימים והשעות   החניה מותרת לרכב   הנושא תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,04/01/2022,04/01/2022,22/12/2022 0:51
#250,3121993,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:30 עד 15:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,04/01/2022,04/01/2022,22/12/2022 0:51
#251,3121995,439,"בתוקף 10 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 15:00     ביתר הימים והשעות    החניה מותרת לרכב   הנושא  תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,04/01/2022,04/01/2022,22/12/2022 0:51
#252,3122013,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 15:00  בימי ו' וערבי חג   מ 07:00 עד 13:00   ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,05/01/2022,05/01/2022,22/12/2022 0:51
#253,3122058,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 15:00      ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,06/01/2022,06/01/2022,22/12/2022 0:51
#254,3122064,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 17:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,06/01/2022,06/01/2022,22/12/2022 0:51
#255,3122077,439,מותרת חנייה  שרות היכל התרבות  מ 07:00 עד 24:00  ביתר השעות  מותרת חניה חופשית   לכל סוגי הרכב  רכב חונה בניגוד לחוק יגרר,קיים,אין מידע,פריקה וטעינה,06/01/2022,06/01/2022,22/12/2022 0:51
#256,3122107,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 15:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,09/01/2022,09/01/2022,22/12/2022 0:51
#257,3122157,439,"מותרת פריקה וטעינה רציפה   לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימי  א' - ה'  מ 08:30 עד 14:00  ו' וערבי חג מ- 08:30 עד 14:00   ביתר הימים והשעות מותרת רק  העלאת והורדת נוסעים  רכב החונה בניגוד לחוק יגרר",קיים,ועדות,פריקה וטעינה,11/01/2022,11/01/2022,22/12/2022 0:51
#258,3122183,439,"בתוקף 6 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ו'   מ 08:00 עד 12:00     ביתר הימים והשעות   החניה מותרת לרכב   הנושא תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,18/12/2022,18/12/2022,22/12/2022 0:51
#259,3122183,439,"בתוקף 6 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ו'   מ 08:00 עד 12:00     ביתר הימים והשעות   החניה מותרת לרכב   הנושא תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,18/12/2022,18/12/2022,22/12/2022 0:51
#260,3122187,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 15:00      ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,12/01/2022,12/01/2022,22/12/2022 0:51
#261,3122193,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 17:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,12/01/2022,12/01/2022,22/12/2022 0:51
#262,3122233,439,"בתוקף 11 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 17:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,18/01/2022,18/01/2022,22/12/2022 0:51
#263,3122235,439,"בתוקף 20 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 15:00   בימי ו' וערבי חג   מ 07:00 עד 13:00     ביתר הימים והשעות:   החניה בשני מקומות החניה   הראשונים הצמודים לתמרור זה  מיועד לרכב הנושא נ  תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,18/01/2022,18/01/2022,22/12/2022 0:51
#264,3122237,439,"בתוקף 11 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 17:00  בימי  ו' וערבי חג   מ 08:00 13:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,18/01/2022,18/01/2022,22/12/2022 0:51
#265,3122243,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 17:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,18/01/2022,18/01/2022,22/12/2022 0:51
#266,3122254,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ו'   מ 08:00 עד 15:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,18/01/2022,18/01/2022,22/12/2022 0:51
#267,3122354,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 18:00   ביום ו'   מ 06:00 עד 13:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,24/01/2022,24/01/2022,22/12/2022 0:51
#268,3122395,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 17:00  בימי  ו' וערבי חג   מ 08:00 עד 13:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,25/01/2022,25/01/2022,22/12/2022 0:51
#269,3122438,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 17:00   בימי ו' וערבי חג   מ 07:00 עד 13:00    ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,26/01/2022,26/01/2022,22/12/2022 0:51
